"inventarnyi_nomer","id_katalognoi"
"09:0000308828","1458567"
"05:0000917666","1458592"
"06:0000865962","1458605"
"05:0000917681","1458610"
"07:0000561616","1458633"
"09:0000309117","1458639"
"06:0000844833","1458643"
"09:0000513622","1458646"
"01:0001893666","1458678"
"09:0000309112","1458692"
"10:0000207088","1458701"
"02:0000959447","1458701"
"06:0000928825","1458701"
"01:0001694447","1458701"
"10:0000196362","1458719"
"05:0001043044","1458746"
"04:0000989478","1458747"
"01:0000888629","1458747"
"01:0001988886","1458747"
"07:0000671888","1458754"
"08:0001057543","1458754"
"08:0000934668","1458761"
"09:0000309344","1458764"
"07:0000808148","1458844"
"01:0000561852","1458863"
"01:0000366858","1458863"
"01:0000702505","1458863"
"06:0001007287","1458865"
"09:0000309639","1458886"
"07:0000677768","1458894"
"06:0001074689","1458899"
"08:0000934843","1458904"
"08:0001122356","1458916"
"08:0001171890","1458924"
"09:0000223901","1458929"
"09:0000838193","1458929"
"06:0000845405","1458941"
"06:0000845439","1458959"
"07:0000990734","1458997"
"07:0000887234","1459003"
"06:0000981283","1459003"
"07:0001049071","1459019"
"09:0000775602","1459019"
"01:0000690536","1459030"
"03:0000911071","1459030"
"03:0000975935","1459030"
"03:0000975914","1459030"
"03:0000328398","1459030"
"03:0000328370","1459030"
"03:0000328485","1459030"
"03:0001524500","1459030"
"03:0001523349","1459030"
"03:0001523318","1459030"
"07:0001067820","1459039"
"05:0000946105","1459039"
"06:0000883960","1459042"
"09:0000439011","1459048"
"09:0000310163","1459068"
"07:0001106217","1459093"
"09:0000912009","1459101"
"07:0000579010","1459102"
"Б07:00016497","1459102"
"09:0000739780","1459102"
"09:0000839929","1459105"
"01:0001861216","1459114"
"Б09:00012134","1459123"
"09:0000310357","1459134"
"09:0000310382","1459134"
"07:0000904511","1459140"
"06:0000845717","1459160"
"01:0001861299","1459178"
"09:0000625625","1459186"
"09:0000310505","1459186"
"07:0000930183","1459194"
"08:0001211905","1459194"
"06:0000904229","1459202"
"07:0000577065","1459202"
"06:0000845778","1459206"
"07:0000521587","1459222"
"09:0000310611","1459225"
"09:0000310683","1459244"
"09:0000350751","1459269"
"07:0000768588","1459275"
"09:0000465790","1459289"
"07:0000698703","1459290"
"09:0000550790","1459302"
"06:0000845840","1459304"
"06:0000861439","1459304"
"11:0000095222","1459316"
"01:0001264070","1459331"
"01:0000791075","1459331"
"02:0000263034","1459331"
"02:0000503203","1459331"
"02:0000799336","1459331"
"03:0000502089","1459331"
"03:0001584812","1459331"
"03:0000102188","1459331"
"03:0000864796","1459331"
"03:0000839704","1459332"
"03:0001477197","1459332"
"03:0001325624","1459332"
"03:0000526241","1459332"
"01:0000440663","1459332"
"01:0001264038","1459332"
"01:0001426992","1459332"
"08:0000870424","1459332"
"05:0000035621","1459332"
"05:0000460192","1459332"
"04:0000429590","1459332"
"10:0000185704","1459332"
"05:0000285530","1459332"
"06:0000845904","1459347"
"09:0000222429","1459353"
"09:0000101469","1459353"
"09:0000082828","1459353"
"09:0000533651","1459353"
"03:0000097210","1459353"
"03:0000555725","1459353"
"03:0000173069","1459353"
"06:0000014105","1459353"
"06:0000757236","1459353"
"08:0001213757","1459353"
"01:0001861414","1459353"
"08:0000237283","1459353"
"08:0000216595","1459353"
"08:0000180590","1459353"
"08:0000044514","1459353"
"02:0000911685","1459353"
"05:0000614187","1459353"
"04:0000541780","1459353"
"04:0000239242","1459353"
"02:0000096174","1459353"
"10:0000183872","1459353"
"02:0000722177","1459353"
"02:0000408342","1459353"
"02:0000606765","1459353"
"02:0000152555","1459353"
"02:0000760676","1459353"
"02:0000799870","1459353"
"02:0000201780","1459353"
"08:0000935338","1459355"
"05:0000928136","1459370"
"09:0000669608","1459385"
"07:0000521871","1459391"
"09:0000311063","1459394"
"07:0000960013","1459400"
"09:0000645603","1459400"
"09:0000463735","1459403"
"09:0000311278","1459425"
"07:0000379106","1459431"
"05:0000918171","1459468"
"09:0000641827","1459487"
"01:0000169147","1459491"
"07:0000854867","1459495"
"05:0000918209","1459499"
"05:0000918213","1459503"
"05:0000918210","1459504"
"07:0000723938","1459524"
"09:0000311426","1459533"
"07:0000712009","1459554"
"Б09:00012179","1459581"
"Б03:00061404","1459592"
"Б03:00042213","1459592"
"Б03:00071589","1459592"
"Б06:00048171","1459592"
"Б01:00075609","1459592"
"04:0000872647","1459607"
"05:0000391206","1459607"
"09:0000466433","1459607"
"01:0000705704","1459607"
"08:0000911153","1459607"
"07:0000522395","1459611"
"Б09:00012184","1459620"
"07:0000802673","1459625"
"09:0000311929","1459628"
"09:0000652502","1459628"
"05:0000918420","1459655"
"01:0001861529","1459656"
"06:0001086190","1459662"
"09:0000651451","1459695"
"Б09:00030584","1459717"
"08:0000935497","1459726"
"07:0000522752","1459744"
"07:0000587153","1459760"
"03:0001442954","1459771"
"01:0001965895","1459771"
"04:0000898198","1459771"
"06:0000890869","1459774"
"03:0001838263","1459779"
"03:0001503238","1459779"
"03:0001837964","1459779"
"06:0001003801","1459781"
"09:0000517551","1459781"
"07:0001032650","1459794"
"03:0001857534","1459817"
"03:0001857541","1459817"
"03:0001857533","1459817"
"03:0001857530","1459817"
"09:0000739062","1459817"
"09:0000739059","1459817"
"05:0001034001","1459817"
"05:0001034004","1459817"
"09:0000649530","1459824"
"09:0000639256","1459827"
"07:0000522896","1459831"
"06:0000846169","1459857"
"07:0000522956","1459867"
"05:0000828197","1459868"
"03:0001843702","1459868"
"08:0000919247","1459868"
"08:0000961922","1459868"
"07:0000355478","1459875"
"08:0001205697","1459882"
"09:0000312730","1459888"
"03:0001438239","1459909"
"04:0000898485","1459920"
"03:0001842204","1459920"
"06:0000535766","1459920"
"08:0001126554","1459925"
"09:0000312716","1459926"
"05:0000660167","1459952"
"11:0000056792","1459952"
"09:0000527036","1459952"
"03:0000056051","1459952"
"03:0001868405","1459952"
"09:0000630297","1459968"
"07:0000578587","1460006"
"07:0000579172","1460006"
"09:0000312886","1460011"
"Б09:00035172","1460012"
"05:0000998776","1460075"
"06:0001067713","1460075"
"07:0000994361","1460114"
"07:0000744969","1460118"
"07:0000523457","1460118"
"09:0000756060","1460123"
"09:0000313417","1460141"
"06:0001014216","1460142"
"08:0001100301","1460148"
"06:0000891791","1460148"
"03:0001864665","1460148"
"08:0001299162","1460158"
"07:0000562243","1460169"
"09:0000377124","1460169"
"09:0000313304","1460169"
"06:0001001687","1460171"
"01:0001862102","1460173"
"08:0001126506","1460184"
"08:0001065537","1460189"
"06:0000320703","1460189"
"05:0000249148","1460189"
"05:0000826372","1460189"
"05:0001030067","1460189"
"07:0000165691","1460189"
"07:0000886066","1460189"
"03:0000205071","1460189"
"03:0000327711","1460189"
"03:0000020317","1460189"
"06:0000846532","1460210"
"07:0000878164","1460214"
"08:0000935943","1460215"
"06:0000846541","1460217"
"08:0000952997","1460244"
"06:0001074016","1460244"
"06:0000846631","1460279"
"07:0000582822","1460293"
"09:0000455426","1460303"
"05:0001133693","1460306"
"08:0000941407","1460309"
"08:0000973482","1460311"
"06:0000983209","1460311"
"09:0000431889","1460311"
"07:0000712561","1460311"
"07:0000952471","1460320"
"07:0000951257","1460320"
"09:0000423039","1460326"
"08:0000973325","1460326"
"01:0001907266","1460326"
"05:0000936458","1460331"
"09:0000313722","1460334"
"09:0000590889","1460337"
"09:0000663007","1460339"
"11:0000086750","1460350"
"Б01:00076822","1460353"
"08:0001194860","1460358"
"05:0000918908","1460372"
"08:0001291681","1460373"
"05:0000129256","1460380"
"06:0000846847","1460383"
"09:0000314068","1460411"
"03:0000156359","1460412"
"09:0000400457","1460417"
"01:0001862370","1460417"
"10:0000119191","1460418"
"09:0000314013","1460420"
"09:0000653235","1460420"
"06:0000846951","1460437"
"06:0000847030","1460491"
"09:0000315079","1460494"
"09:0000314273","1460501"
"08:0001149258","1460519"
"01:0001862499","1460522"
"08:0001173178","1460523"
"Б06:00037078","1460534"
"09:0000314364","1460535"
"01:0001623640","1460536"
"01:0000936333","1460536"
"10:0000275766","1460536"
"10:0000268524","1460536"
"Б06:00037082","1460538"
"Б06:00037085","1460544"
"07:0000636337","1460546"
"09:0000314487","1460559"
"05:0000919039","1460560"
"09:0000314468","1460561"
"06:0000212060","1460589"
"07:0000524297","1460593"
"09:0000321507","1460601"
"01:0001862592","1460609"
"06:0000971604","1460628"
"07:0000082947","1460634"
"06:0000847333","1460638"
"01:0001255457","1460649"
"21:0000001784","1460690"
"05:0001011949","1460709"
"05:0001011943","1460709"
"05:0001011946","1460709"
"06:0000847492","1460730"
"01:0001862766","1460743"
"08:0001217369","1460753"
"08:0000151767","1460762"
"06:0001120020","1460762"
"08:0000825504","1460762"
"08:0001057678","1460762"
"02:0000773594","1460762"
"02:0000573638","1460762"
"02:0000587202","1460762"
"10:0000247548","1460762"
"03:0001409003","1460762"
"03:0000844937","1460762"
"03:0000681348","1460762"
"07:0000603436","1460776"
"06:0000847609","1460783"
"07:0000747159","1460801"
"09:0000406719","1460801"
"09:0000422985","1460801"
"08:0001025741","1460801"
"08:0001104880","1460801"
"Б09:00012313","1460825"
"06:0000847675","1460829"
"Б09:00012316","1460841"
"Б07:00014118","1460848"
"Б07:00014121","1460860"
"09:0000682361","1460863"
"09:0000020597","1460863"
"06:0000715642","1460863"
"07:0000722616","1460917"
"06:0000847799","1460920"
"Б19:00000586","1460924"
"07:0000524933","1460928"
"08:0001059574","1460939"
"Б05:00034048","1460941"
"09:0000565809","1460953"
"06:0001038130","1460976"
"05:0000919380","1460979"
"09:0000584762","1460988"
"08:0000700385","1460999"
"09:0000547954","1461011"
"06:0000847940","1461017"
"07:0000525127","1461019"
"07:0000749048","1461020"
"06:0001013687","1461023"
"05:0000978354","1461025"
"08:0001271250","1461031"
"07:0000525145","1461033"
"09:0000537798","1461037"
"09:0000315650","1461047"
"05:0000919401","1461050"
"07:0000726134","1461061"
"07:0000739725","1461072"
"09:0000659369","1461077"
"Б07:00017156","1461082"
"04:0001005186","1461112"
"09:0000315935","1461120"
"09:0000901600","1461147"
"09:0000316044","1461154"
"09:0000316049","1461155"
"09:0000316100","1461168"
"19:0000023910","1461187"
"09:0000316214","1461196"
"09:0000316180","1461196"
"07:0000525562","1461202"
"07:0000525641","1461226"
"09:0000020225","1461249"
"06:0000309900","1461249"
"02:0000241956","1461249"
"05:0000188837","1461249"
"09:0000316413","1461284"
"Б07:00031782","1461302"
"Б06:00058696","1461312"
"06:0000848355","1461323"
"06:0000908882","1461326"
"08:0001231371","1461332"
"09:0000316557","1461353"
"07:0000668550","1461361"
"09:0000491326","1461361"
"06:0001042776","1461361"
"09:0000316630","1461363"
"07:0000526078","1461370"
"Б09:00012406","1461418"
"Б09:00012407","1461418"
"06:0000848543","1461433"
"07:0000526356","1461435"
"11:0000095369","1461439"
"07:0000526388","1461446"
"06:0001103621","1461448"
"06:0000977300","1461467"
"07:0000526508","1461479"
"09:0000316900","1461487"
"06:0000848682","1461505"
"06:0000848678","1461506"
"07:0000526622","1461515"
"08:0000965826","1461518"
"06:0000848716","1461534"
"09:0000638035","1461538"
"06:0000848742","1461540"
"07:0000768096","1461556"
"07:0001010086","1461556"
"02:0000825387","1461587"
"05:0000324483","1461587"
"Б05:00049748","1461594"
"06:0000848861","1461613"
"06:0000848869","1461619"
"07:0001071836","1461622"
"07:0000526904","1461630"
"Б06:00037245","1461641"
"Б06:00059700","1461657"
"06:0000843568","1461674"
"06:0000953636","1461676"
"Б06:00055007","1461680"
"06:0000324817","1461693"
"07:0000738171","1461722"
"07:0000527232","1461739"
"08:0001088359","1461739"
"03:0000909431","1461742"
"07:0000527238","1461745"
"08:0000954069","1461766"
"01:0000435842","1461768"
"01:0001005495","1461768"
"05:0001049091","1461768"
"03:0000513435","1461768"
"07:0000810960","1461773"
"09:0000555860","1461773"
"08:0001006760","1461773"
"01:0001863827","1461776"
"07:0000903614","1461780"
"07:0001036461","1461785"
"06:0000849118","1461793"
"06:0000849124","1461802"
"06:0000849128","1461804"
"09:0000317691","1461808"
"09:0000873559","1461813"
"07:0000527580","1461833"
"07:0000932004","1461841"
"09:0000654706","1461841"
"09:0000444278","1461860"
"08:0000958352","1461867"
"06:0001027292","1461882"
"09:0000356371","1461896"
"09:0000759264","1461905"
"05:0000919776","1461915"
"06:0000856251","1461964"
"06:0000849374","1461968"
"Б07:00029240","1461978"
"19:0000029469","1462002"
"07:0000661331","1462002"
"07:0000720358","1462002"
"07:0000519488","1462002"
"07:0000228776","1462002"
"07:0000228779","1462002"
"07:0000528017","1462016"
"11:0000004440","1462020"
"09:0000524064","1462024"
"04:0001029349","1462036"
"08:0000938045","1462042"
"07:0001052819","1462044"
"09:0000605322","1462048"
"09:0000318420","1462048"
"08:0001266042","1462049"
"01:0001864169","1462049"
"08:0001115194","1462051"
"09:0000318465","1462067"
"09:0000368490","1462073"
"09:0000448591","1462074"
"09:0000318491","1462075"
"09:0000318512","1462082"
"09:0000318611","1462097"
"09:0000436603","1462121"
"09:0000569138","1462127"
"09:0000318779","1462141"
"09:0000833152","1462155"
"09:0000533739","1462161"
"09:0000318821","1462162"
"07:0000711509","1462178"
"10:0000334483","1462181"
"Б04:00027283","1462204"
"01:0001864242","1462241"
"09:0000319228","1462256"
"09:0000611579","1462265"
"09:0000361035","1462282"
"09:0000370873","1462289"
"08:0000954902","1462305"
"09:0000464826","1462306"
"09:0000319483","1462324"
"07:0000657929","1462327"
"07:0000963529","1462327"
"09:0000742532","1462327"
"08:0001016038","1462329"
"01:0001238217","1462329"
"05:0000039018","1462329"
"10:0000138779","1462329"
"03:0001744088","1462329"
"09:0000907217","1462337"
"09:0000700429","1462356"
"01:0001864357","1462357"
"08:0001079259","1462359"
"09:0000319614","1462359"
"09:0000319627","1462362"
"09:0000319732","1462381"
"07:0000528744","1462428"
"09:0000319954","1462434"
"07:0000202613","1462438"
"07:0000845310","1462443"
"08:0001232635","1462457"
"09:0000577012","1462461"
"09:0000320237","1462474"
"06:0000849724","1462477"
"09:0000320189","1462480"
"09:0000320214","1462481"
"09:0000084004","1462482"
"06:0001121231","1462486"
"09:0000320297","1462494"
"09:0000632322","1462502"
"09:0000320328","1462510"
"07:0000528918","1462523"
"01:0001984923","1462524"
"09:0000320364","1462526"
"05:0000920005","1462542"
"09:0000755623","1462543"
"06:0000849798","1462569"
"02:0000419500","1462569"
"09:0000246870","1462569"
"09:0000320442","1462571"
"09:0000320457","1462578"
"09:0000418720","1462588"
"09:0000320502","1462592"
"09:0000320528","1462603"
"09:0000733881","1462608"
"07:0000708783","1462608"
"07:0000860500","1462611"
"09:0000387063","1462611"
"06:0001032592","1462613"
"Б01:00075806","1462634"
"07:0000637615","1462651"
"01:0001962766","1462664"
"06:0000935333","1462673"
"09:0000550694","1462679"
"08:0001257263","1462684"
"09:0000483072","1462687"
"09:0000320802","1462691"
"Б06:00060491","1462699"
"Б09:00015198","1462707"
"01:0001864840","1462722"
"01:0001322638","1462722"
"06:0000849949","1462723"
"Б09:00015204","1462736"
"01:0000657770","1462758"
"07:0000066448","1462760"
"07:0000170971","1462760"
"09:0000872214","1462760"
"05:0000927577","1462760"
"07:0000915692","1462765"
"09:0000321143","1462803"
"09:0000321185","1462816"
"09:0000420993","1462838"
"09:0000321368","1462870"
"09:0000329424","1462884"
"01:0001865036","1462885"
"07:0000529836","1462893"
"09:0000321646","1462894"
"01:0000737784","1462900"
"01:0000737781","1462900"
"03:0001308307","1462900"
"03:0000291152","1462900"
"06:0000478294","1462922"
"06:0000599400","1462922"
"01:0001865096","1462922"
